2025/01/13 09:49:07 fileService.go:35: Trace | FileChangeListeners: [0xc0001000a8]
2025/01/13 09:52:35 fileHandle.go:107: Debug | Error in TextFile:
FehlerStelle in Position C:/Code/DMF/intellijTest/test.dmf:2:0
model
^^^^^
keine Model Deklaration vorhanden

2025/01/13 09:52:35 fileHandle.go:107: Debug | Error in TextFile:
FehlerStelle in Position C:/Code/DMF/intellijTest/test.dmf:2:6
"
^
kein Inhalt im Package

2025/01/13 09:52:35 fileHandle.go:107: Debug | Error in TextFile:
FehlerStelle in Position C:/Code/DMF/intellijTest/test.dmf:2:7
dp_success
^^^^^^^^^^
kein Inhalt im Package:string_content_double_quote

2025/01/13 09:52:35 fileHandle.go:107: Debug | Error in TextFile:
FehlerStelle in Position C:/Code/DMF/intellijTest/test.dmf:2:17
"
^
kein Inhalt im Package

2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 265 from Content-Length: 265
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","method":"textDocument/didChange","params":{"textDocument":{"version":3,"uri":"file:///C:/Code/DMF/intellijTest/test.dmf"},"contentChanges":[{"range":{"start":{"line":1,"character":31},"end":{"line":1,"character":31}},"rangeLength":0,"text":"1"}]}}
2025/01/13 09:52:35 server.go:106: INFO  | Handle Method: textDocument/didChange 
2025/01/13 09:52:35 fileService.go:104: Trace | Edit File for file:///C:/Code/DMF/intellijTest/test.dmf
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","method":"textDocument/publishDiagnostics","params":{"uri":"file:///C:/Code/DMF/intellijTest/test.dmf","version":3,"diagnostics":[]}}
2025/01/13 09:52:35 diagsnosticsService.go:102: INFO  | Published Diagnostics: {2.0 [] textDocument/publishDiagnostics [123 34 117 114 105 34 58 34 102 105 108 101 58 47 47 47 67 58 47 67 111 100 101 47 68 77 70 47 105 110 116 101 108 108 105 106 84 101 115 116 47 116 101 115 116 46 100 109 102 34 44 34 118 101 114 115 105 111 110 34 58 51 44 34 100 105 97 103 110 111 115 116 105 99 115 34 58 91 93 125] <nil> <nil>}
2025/01/13 09:52:35 fileService.go:35: Trace | FileChangeListeners: [0xc0002084f8]
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 3626 from Content-Length: 3626
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"1","method":"initialize","params":{"processId":25904,"rootPath":"C:/Code/DMF/intellijTest","rootUri":"file:///C:/Code/DMF/intellijTest","initializationOptions":{},"capabilities":{"workspace":{"applyEdit":true,"workspaceEdit":{"documentChanges":true,"resourceOperations":["create","delete","rename"]},"didChangeConfiguration":{"dynamicRegistration":true},"didChangeWatchedFiles":{"dynamicRegistration":true},"symbol":{},"executeCommand":{"dynamicRegistration":true},"workspaceFolders":true,"configuration":true,"semanticTokens":{"refreshSupport":true},"codeLens":{"refreshSupport":true},"fileOperations":{"didRename":true,"willRename":true,"dynamicRegistration":true},"inlayHint":{"refreshSupport":true}},"textDocument":{"synchronization":{"willSave":true,"willSaveWaitUntil":true,"didSave":true},"completion":{"completionItem":{"snippetSupport":true,"documentationFormat":["markdown","plaintext"],"deprecatedSupport":true,"resolveSupport":{"properties":["documentation","detail","additionalTextEdits"]},"insertTextModeSupport":{"valueSet":[1,2]},"labelDetailsSupport":true},"completionList":{"itemDefaults":["editRange"]},"dynamicRegistration":true},"hover":{"contentFormat":["markdown","plaintext"],"dynamicRegistration":true},"signatureHelp":{"signatureInformation":{"parameterInformation":{"labelOffsetSupport":true}},"dynamicRegistration":true},"references":{"dynamicRegistration":true},"documentHighlight":{"dynamicRegistration":true},"documentSymbol":{"symbolKind":{"valueSet":[18,17,5,14,9,10,22,24,8,1,12,11,20,6,2,3,21,16,19,25,4,7,15,23,26,13]},"hierarchicalDocumentSymbolSupport":true,"dynamicRegistration":true},"formatting":{"dynamicRegistration":true},"rangeFormatting":{"dynamicRegistration":true},"declaration":{"linkSupport":true,"dynamicRegistration":true},"definition":{"linkSupport":true,"dynamicRegistration":true},"typeDefinition":{"linkSupport":true,"dynamicRegistration":true},"implementation":{"linkSupport":true,"dynamicRegistration":true},"codeAction":{"codeActionLiteralSupport":{"codeActionKind":{"valueSet":["quickfix","refactor","refactor.extract","refactor.inline","refactor.rewrite","source","source.organizeImports"]}},"dataSupport":true,"resolveSupport":{"properties":["edit"]},"dynamicRegistration":true},"codeLens":{"dynamicRegistration":true},"documentLink":{"dynamicRegistration":true},"colorProvider":{"dynamicRegistration":true},"rename":{"prepareSupport":true,"dynamicRegistration":true},"publishDiagnostics":{"relatedInformation":true,"tagSupport":{"valueSet":[1,2]},"codeDescriptionSupport":true,"dataSupport":true},"foldingRange":{"dynamicRegistration":true},"typeHierarchy":{"dynamicRegistration":true},"callHierarchy":{"dynamicRegistration":true},"semanticTokens":{"requests":{"range":false,"full":true},"tokenTypes":["namespace","type","class","enum","interface","struct","typeParameter","parameter","variable","property","enumMember","event","function","method","macro","keyword","modifier","comment","string","number","regexp","operator","decorator","label"],"tokenModifiers":["declaration","definition","readonly","static"],"formats":["relative"],"multilineTokenSupport":true,"serverCancelSupport":true,"dynamicRegistration":true},"inlayHint":{"dynamicRegistration":true}},"window":{"workDoneProgress":true,"showMessage":{},"showDocument":{"support":true}},"general":{"staleRequestSupport":{"cancel":true,"retryOnContentModified":[]},"positionEncodings":["utf-16"]}},"clientInfo":{"name":"IntelliJ","version":"IntelliJ IDEA (build IU-241.15989.150)"},"trace":"off","workspaceFolders":[{"uri":"file:///C:/Code/DMF/intellijTest","name":"intellijTest"}]}}
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","id":"1","result":{"capabilities":{"textDocumentSync":{"openClose":true,"change":2},"hoverProvider":true,"declarationProvider":true,"referencesProvider":true,"foldingRangeProvider":true},"serverInfo":{"name":"DMF LSP Server","version":"0.0.1"}}}
2025/01/13 09:52:35 server.go:150: ERROR | Error While Reading initialized Message: &{%!e(string=EOF)}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 262 from Content-Length: 262
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"1","result":{"capabilities":{"textDocumentSync":{"openClose":true,"change":2},"hoverProvider":true,"declarationProvider":true,"referencesProvider":true,"foldingRangeProvider":true},"serverInfo":{"name":"DMF LSP Server","version":"0.0.1"}}}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 3171 from Content-Length: 3171
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","method":"textDocument/didOpen","params":{"textDocument":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf","languageId":"text","version":1,"text":"dmf 1.0.0\nmodel \"edit\" version 1.0.0\n\n\npackage de.library.management {\n\n    // Basispaket für Medienverwaltung\n    // asdas d\n    // Das ist ein neuer Kommentar\n    package media {\n\n        // Basisstruktur für alle Medientypen\n        struct MediaItem {\n            arg string title;\n            arg string isbn;\n            arg date publishedDate;\n            arg double price;\n            arg int copyNumber;\n            func boolean isAvailable(int copyId);\n            arg double asd;\n        }\n\n        // Verschiedene Medientypen\n        enum MediaType {\n            BOOK(_);\n            EBOOK(_);\n            AUDIO_BOOK(_);\n            DVD(_);\n            MAGAZINE(_);\n            NEWSPAPER(_);\n        }\n\n        // Kategorisierung der Medien\n        enum Category {\n            arg string name;\n            FICTION(1, \"Belletristik\");\n            NON_FICTION(2, \"Sachbuch\");\n            CHILDREN(3, \"Kinderbuch\");\n            SCIENCE(4, \"Wissenschaft\");\n            HISTORY(5, \"Geschichte\");\n        }\n\n        // Detaillierte Buchinformationen\n        entity Book extends MediaItem{\n            arg string author;\n            // sad\n            ref .Category category;\n            ref .MediaType type;\n            // asd\n            arg int pageCount;\n            arg string publisher;\n            arg string language;\n\n            identifier(isbn, copyNumber);\n        }\n\n        // Verwaltung von Zeitschriften\n        entity Magazine extends MediaItem {\n            arg int issueNumber;\n            arg string publisher;\n            arg boolean isSubscription;\n            arg date validUntil;\n\n            identifier(isbn, issueNumber);\n        }\n    }\n\n    // Benutzerverwaltung\n    package users {\n\n        // Adressinformationen\n        struct Address {\n            arg string street;\n            arg string houseNumber;\n            arg string postalCode;\n            arg string city;\n            arg string country;\n        }\n\n        // Verschiedene Mitgliedsarten\n        enum MembershipType {\n            arg int preis;\n            arg date startdatum;\n            STANDARD(1, 10, D2024-01-01);\n            PLUS(4, 15, D2024-01-01);\n            PREMIUM(2, 20, D2024-01-01);\n            STUDENT(3, 15, D2024-01-01);\n        }\n\n        // Benutzerstatus\n        enum UserStatus {\n            ACTIVE(_);\n            SUSPENDED(_);\n            EXPIRED(_);\n            UNVERIFED(_);\n        }\n\n        // Benutzerentität\n        entity User {\n            arg string firstName;\n            arg string lastName;\n            arg date dateOfBirth;\n            arg string email;\n            ref .Address address;\n            ref .MembershipType membershipType;\n            ref .UserStatus status;\n            arg date memberSince;\n            arg date membershipExpiry;\n\n            identifier(email, firstName);\n        }\n    }\n}\n"}}}
2025/01/13 09:52:35 server.go:106: INFO  | Handle Method: textDocument/didOpen 
2025/01/13 09:52:35 fileService.go:88: Trace | Create FileHandle for file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","method":"textDocument/publishDiagnostics","params":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf","version":1,"diagnostics":[]}}
2025/01/13 09:52:35 diagsnosticsService.go:102: INFO  | Published Diagnostics: {2.0 [] textDocument/publishDiagnostics [123 34 117 114 105 34 58 34 102 105 108 101 58 47 47 47 104 111 109 101 47 97 108 101 120 47 76 111 99 97 108 78 65 83 47 66 97 99 104 101 108 111 114 97 114 98 101 105 116 47 68 77 70 47 105 110 116 101 108 108 105 106 84 101 115 116 47 101 100 105 116 45 97 102 116 101 114 46 100 109 102 34 44 34 118 101 114 115 105 111 110 34 58 49 44 34 100 105 97 103 110 111 115 116 105 99 115 34 58 91 93 125] <nil> <nil>}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 182 from Content-Length: 182
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","method":"textDocument/publishDiagnostics","params":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf","version":1,"diagnostics":[]}}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 204 from Content-Length: 204
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"5","method":"textDocument/hover","params":{"textDocument":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf"},"position":{"line":53,"character":16}}}
2025/01/13 09:52:35 server.go:106: INFO  | Handle Method: textDocument/hover 
2025/01/13 09:52:35 hoverService.go:106: Trace | Start Get File Content
2025/01/13 09:52:35 hoverService.go:112: Trace | Start Find Node
2025/01/13 09:52:35 hoverService.go:269: Trace | IdentifierElementMarkdown Nodes: &{{[1345 53 12 0] 0x7f515c017ac8 0x7f515c030740}}(identifier_statement) entity_block
2025/01/13 09:52:35 hoverService.go:270: Trace | IdentifierElementMarkdown LookUp: map[de.library.management:0xc0002209a0 de.library.management.media:0xc000220850 de.library.management.media.Book:0xc0002a25a0 de.library.management.media.Category:0xc00020cf30 de.library.management.media.Magazine:0xc0002a26c0 de.library.management.media.MediaItem:0xc000292d20 de.library.management.media.MediaType:0xc00020ce10 de.library.management.users:0xc0002208c0 de.library.management.users.Address:0xc000292e10 de.library.management.users.MembershipType:0xc00020d0e0 de.library.management.users.User:0xc0002a2a20 de.library.management.users.UserStatus:0xc00020d200]
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","id":"5","result":{"contents":{"kind":"markdown","value":"\n#### Identifier von [Book](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L44)\n\n---\n* **string [isbn](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L15)**\n\n* **int [copyNumber](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L18)**\n\n\n"},"range":{"start":{"line":53,"character":16},"end":{"line":53,"character":16}}}}
2025/01/13 09:52:35 hoverService.go:136: Trace | Finished Hover with Content: 
#### Identifier von [Book](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L44)

---
* **string [isbn](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L15)**

* **int [copyNumber](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L18)**



2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 482 from Content-Length: 482
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"5","result":{"contents":{"kind":"markdown","value":"\n#### Identifier von [Book](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L44)\n\n---\n* **string [isbn](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L15)**\n\n* **int [copyNumber](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L18)**\n\n\n"},"range":{"start":{"line":53,"character":16},"end":{"line":53,"character":16}}}}
2025/01/13 09:52:35 fileService.go:35: Trace | FileChangeListeners: [0xc000208f18]
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 3626 from Content-Length: 3626
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"1","method":"initialize","params":{"processId":25904,"rootPath":"C:/Code/DMF/intellijTest","rootUri":"file:///C:/Code/DMF/intellijTest","initializationOptions":{},"capabilities":{"workspace":{"applyEdit":true,"workspaceEdit":{"documentChanges":true,"resourceOperations":["create","delete","rename"]},"didChangeConfiguration":{"dynamicRegistration":true},"didChangeWatchedFiles":{"dynamicRegistration":true},"symbol":{},"executeCommand":{"dynamicRegistration":true},"workspaceFolders":true,"configuration":true,"semanticTokens":{"refreshSupport":true},"codeLens":{"refreshSupport":true},"fileOperations":{"didRename":true,"willRename":true,"dynamicRegistration":true},"inlayHint":{"refreshSupport":true}},"textDocument":{"synchronization":{"willSave":true,"willSaveWaitUntil":true,"didSave":true},"completion":{"completionItem":{"snippetSupport":true,"documentationFormat":["markdown","plaintext"],"deprecatedSupport":true,"resolveSupport":{"properties":["documentation","detail","additionalTextEdits"]},"insertTextModeSupport":{"valueSet":[1,2]},"labelDetailsSupport":true},"completionList":{"itemDefaults":["editRange"]},"dynamicRegistration":true},"hover":{"contentFormat":["markdown","plaintext"],"dynamicRegistration":true},"signatureHelp":{"signatureInformation":{"parameterInformation":{"labelOffsetSupport":true}},"dynamicRegistration":true},"references":{"dynamicRegistration":true},"documentHighlight":{"dynamicRegistration":true},"documentSymbol":{"symbolKind":{"valueSet":[18,17,5,14,9,10,22,24,8,1,12,11,20,6,2,3,21,16,19,25,4,7,15,23,26,13]},"hierarchicalDocumentSymbolSupport":true,"dynamicRegistration":true},"formatting":{"dynamicRegistration":true},"rangeFormatting":{"dynamicRegistration":true},"declaration":{"linkSupport":true,"dynamicRegistration":true},"definition":{"linkSupport":true,"dynamicRegistration":true},"typeDefinition":{"linkSupport":true,"dynamicRegistration":true},"implementation":{"linkSupport":true,"dynamicRegistration":true},"codeAction":{"codeActionLiteralSupport":{"codeActionKind":{"valueSet":["quickfix","refactor","refactor.extract","refactor.inline","refactor.rewrite","source","source.organizeImports"]}},"dataSupport":true,"resolveSupport":{"properties":["edit"]},"dynamicRegistration":true},"codeLens":{"dynamicRegistration":true},"documentLink":{"dynamicRegistration":true},"colorProvider":{"dynamicRegistration":true},"rename":{"prepareSupport":true,"dynamicRegistration":true},"publishDiagnostics":{"relatedInformation":true,"tagSupport":{"valueSet":[1,2]},"codeDescriptionSupport":true,"dataSupport":true},"foldingRange":{"dynamicRegistration":true},"typeHierarchy":{"dynamicRegistration":true},"callHierarchy":{"dynamicRegistration":true},"semanticTokens":{"requests":{"range":false,"full":true},"tokenTypes":["namespace","type","class","enum","interface","struct","typeParameter","parameter","variable","property","enumMember","event","function","method","macro","keyword","modifier","comment","string","number","regexp","operator","decorator","label"],"tokenModifiers":["declaration","definition","readonly","static"],"formats":["relative"],"multilineTokenSupport":true,"serverCancelSupport":true,"dynamicRegistration":true},"inlayHint":{"dynamicRegistration":true}},"window":{"workDoneProgress":true,"showMessage":{},"showDocument":{"support":true}},"general":{"staleRequestSupport":{"cancel":true,"retryOnContentModified":[]},"positionEncodings":["utf-16"]}},"clientInfo":{"name":"IntelliJ","version":"IntelliJ IDEA (build IU-241.15989.150)"},"trace":"off","workspaceFolders":[{"uri":"file:///C:/Code/DMF/intellijTest","name":"intellijTest"}]}}
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","id":"1","result":{"capabilities":{"textDocumentSync":{"openClose":true,"change":2},"hoverProvider":true,"declarationProvider":true,"referencesProvider":true,"foldingRangeProvider":true},"serverInfo":{"name":"DMF LSP Server","version":"0.0.1"}}}
2025/01/13 09:52:35 server.go:150: ERROR | Error While Reading initialized Message: &{%!e(string=EOF)}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 262 from Content-Length: 262
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"1","result":{"capabilities":{"textDocumentSync":{"openClose":true,"change":2},"hoverProvider":true,"declarationProvider":true,"referencesProvider":true,"foldingRangeProvider":true},"serverInfo":{"name":"DMF LSP Server","version":"0.0.1"}}}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 3171 from Content-Length: 3171
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","method":"textDocument/didOpen","params":{"textDocument":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf","languageId":"text","version":1,"text":"dmf 1.0.0\nmodel \"edit\" version 1.0.0\n\n\npackage de.library.management {\n\n    // Basispaket für Medienverwaltung\n    // asdas d\n    // Das ist ein neuer Kommentar\n    package media {\n\n        // Basisstruktur für alle Medientypen\n        struct MediaItem {\n            arg string title;\n            arg string isbn;\n            arg date publishedDate;\n            arg double price;\n            arg int copyNumber;\n            func boolean isAvailable(int copyId);\n            arg double asd;\n        }\n\n        // Verschiedene Medientypen\n        enum MediaType {\n            BOOK(_);\n            EBOOK(_);\n            AUDIO_BOOK(_);\n            DVD(_);\n            MAGAZINE(_);\n            NEWSPAPER(_);\n        }\n\n        // Kategorisierung der Medien\n        enum Category {\n            arg string name;\n            FICTION(1, \"Belletristik\");\n            NON_FICTION(2, \"Sachbuch\");\n            CHILDREN(3, \"Kinderbuch\");\n            SCIENCE(4, \"Wissenschaft\");\n            HISTORY(5, \"Geschichte\");\n        }\n\n        // Detaillierte Buchinformationen\n        entity Book extends MediaItem{\n            arg string author;\n            // sad\n            ref .Category category;\n            ref .MediaType type;\n            // asd\n            arg int pageCount;\n            arg string publisher;\n            arg string language;\n\n            identifier(isbn, copyNumber);\n        }\n\n        // Verwaltung von Zeitschriften\n        entity Magazine extends MediaItem {\n            arg int issueNumber;\n            arg string publisher;\n            arg boolean isSubscription;\n            arg date validUntil;\n\n            identifier(isbn, issueNumber);\n        }\n    }\n\n    // Benutzerverwaltung\n    package users {\n\n        // Adressinformationen\n        struct Address {\n            arg string street;\n            arg string houseNumber;\n            arg string postalCode;\n            arg string city;\n            arg string country;\n        }\n\n        // Verschiedene Mitgliedsarten\n        enum MembershipType {\n            arg int preis;\n            arg date startdatum;\n            STANDARD(1, 10, D2024-01-01);\n            PLUS(4, 15, D2024-01-01);\n            PREMIUM(2, 20, D2024-01-01);\n            STUDENT(3, 15, D2024-01-01);\n        }\n\n        // Benutzerstatus\n        enum UserStatus {\n            ACTIVE(_);\n            SUSPENDED(_);\n            EXPIRED(_);\n            UNVERIFED(_);\n        }\n\n        // Benutzerentität\n        entity User {\n            arg string firstName;\n            arg string lastName;\n            arg date dateOfBirth;\n            arg string email;\n            ref .Address address;\n            ref .MembershipType membershipType;\n            ref .UserStatus status;\n            arg date memberSince;\n            arg date membershipExpiry;\n\n            identifier(email, firstName);\n        }\n    }\n}\n"}}}
2025/01/13 09:52:35 server.go:106: INFO  | Handle Method: textDocument/didOpen 
2025/01/13 09:52:35 fileService.go:88: Trace | Create FileHandle for file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","method":"textDocument/publishDiagnostics","params":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf","version":1,"diagnostics":[]}}
2025/01/13 09:52:35 diagsnosticsService.go:102: INFO  | Published Diagnostics: {2.0 [] textDocument/publishDiagnostics [123 34 117 114 105 34 58 34 102 105 108 101 58 47 47 47 104 111 109 101 47 97 108 101 120 47 76 111 99 97 108 78 65 83 47 66 97 99 104 101 108 111 114 97 114 98 101 105 116 47 68 77 70 47 105 110 116 101 108 108 105 106 84 101 115 116 47 101 100 105 116 45 97 102 116 101 114 46 100 109 102 34 44 34 118 101 114 115 105 111 110 34 58 49 44 34 100 105 97 103 110 111 115 116 105 99 115 34 58 91 93 125] <nil> <nil>}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 182 from Content-Length: 182
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","method":"textDocument/publishDiagnostics","params":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf","version":1,"diagnostics":[]}}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 204 from Content-Length: 204
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"6","method":"textDocument/hover","params":{"textDocument":{"uri":"file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf"},"position":{"line":43,"character":15}}}
2025/01/13 09:52:35 server.go:106: INFO  | Handle Method: textDocument/hover 
2025/01/13 09:52:35 hoverService.go:106: Trace | Start Get File Content
2025/01/13 09:52:35 hoverService.go:112: Trace | Start Find Node
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","id":"6","result":{"contents":{"kind":"markdown","value":"\n#### Book\n###### Entity in Package [de.library.management.media](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L10)\nDetaillierte Buchinformationen\n\n"},"range":{"start":{"line":43,"character":15},"end":{"line":43,"character":15}}}}
2025/01/13 09:52:35 hoverService.go:136: Trace | Finished Hover with Content: 
#### Book
###### Entity in Package [de.library.management.media](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L10)
Detaillierte Buchinformationen


2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 339 from Content-Length: 339
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"6","result":{"contents":{"kind":"markdown","value":"\n#### Book\n###### Entity in Package [de.library.management.media](file:///home/alex/LocalNAS/Bachelorarbeit/DMF/intellijTest/edit-after.dmf#L10)\nDetaillierte Buchinformationen\n\n"},"range":{"start":{"line":43,"character":15},"end":{"line":43,"character":15}}}}
2025/01/13 09:52:35 fileService.go:35: Trace | FileChangeListeners: [0xc0002098d8]
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 3626 from Content-Length: 3626
2025/01/13 09:52:35 util.go:46: Trace | Read content: {"jsonrpc":"2.0","id":"1","method":"initialize","params":{"processId":25904,"rootPath":"C:/Code/DMF/intellijTest","rootUri":"file:///C:/Code/DMF/intellijTest","initializationOptions":{},"capabilities":{"workspace":{"applyEdit":true,"workspaceEdit":{"documentChanges":true,"resourceOperations":["create","delete","rename"]},"didChangeConfiguration":{"dynamicRegistration":true},"didChangeWatchedFiles":{"dynamicRegistration":true},"symbol":{},"executeCommand":{"dynamicRegistration":true},"workspaceFolders":true,"configuration":true,"semanticTokens":{"refreshSupport":true},"codeLens":{"refreshSupport":true},"fileOperations":{"didRename":true,"willRename":true,"dynamicRegistration":true},"inlayHint":{"refreshSupport":true}},"textDocument":{"synchronization":{"willSave":true,"willSaveWaitUntil":true,"didSave":true},"completion":{"completionItem":{"snippetSupport":true,"documentationFormat":["markdown","plaintext"],"deprecatedSupport":true,"resolveSupport":{"properties":["documentation","detail","additionalTextEdits"]},"insertTextModeSupport":{"valueSet":[1,2]},"labelDetailsSupport":true},"completionList":{"itemDefaults":["editRange"]},"dynamicRegistration":true},"hover":{"contentFormat":["markdown","plaintext"],"dynamicRegistration":true},"signatureHelp":{"signatureInformation":{"parameterInformation":{"labelOffsetSupport":true}},"dynamicRegistration":true},"references":{"dynamicRegistration":true},"documentHighlight":{"dynamicRegistration":true},"documentSymbol":{"symbolKind":{"valueSet":[18,17,5,14,9,10,22,24,8,1,12,11,20,6,2,3,21,16,19,25,4,7,15,23,26,13]},"hierarchicalDocumentSymbolSupport":true,"dynamicRegistration":true},"formatting":{"dynamicRegistration":true},"rangeFormatting":{"dynamicRegistration":true},"declaration":{"linkSupport":true,"dynamicRegistration":true},"definition":{"linkSupport":true,"dynamicRegistration":true},"typeDefinition":{"linkSupport":true,"dynamicRegistration":true},"implementation":{"linkSupport":true,"dynamicRegistration":true},"codeAction":{"codeActionLiteralSupport":{"codeActionKind":{"valueSet":["quickfix","refactor","refactor.extract","refactor.inline","refactor.rewrite","source","source.organizeImports"]}},"dataSupport":true,"resolveSupport":{"properties":["edit"]},"dynamicRegistration":true},"codeLens":{"dynamicRegistration":true},"documentLink":{"dynamicRegistration":true},"colorProvider":{"dynamicRegistration":true},"rename":{"prepareSupport":true,"dynamicRegistration":true},"publishDiagnostics":{"relatedInformation":true,"tagSupport":{"valueSet":[1,2]},"codeDescriptionSupport":true,"dataSupport":true},"foldingRange":{"dynamicRegistration":true},"typeHierarchy":{"dynamicRegistration":true},"callHierarchy":{"dynamicRegistration":true},"semanticTokens":{"requests":{"range":false,"full":true},"tokenTypes":["namespace","type","class","enum","interface","struct","typeParameter","parameter","variable","property","enumMember","event","function","method","macro","keyword","modifier","comment","string","number","regexp","operator","decorator","label"],"tokenModifiers":["declaration","definition","readonly","static"],"formats":["relative"],"multilineTokenSupport":true,"serverCancelSupport":true,"dynamicRegistration":true},"inlayHint":{"dynamicRegistration":true}},"window":{"workDoneProgress":true,"showMessage":{},"showDocument":{"support":true}},"general":{"staleRequestSupport":{"cancel":true,"retryOnContentModified":[]},"positionEncodings":["utf-16"]}},"clientInfo":{"name":"IntelliJ","version":"IntelliJ IDEA (build IU-241.15989.150)"},"trace":"off","workspaceFolders":[{"uri":"file:///C:/Code/DMF/intellijTest","name":"intellijTest"}]}}
2025/01/13 09:52:35 util.go:62: INFO  | Sending message: {"jsonrpc":"2.0","id":"1","result":{"capabilities":{"textDocumentSync":{"openClose":true,"change":2},"hoverProvider":true,"declarationProvider":true,"referencesProvider":true,"foldingRangeProvider":true},"serverInfo":{"name":"DMF LSP Server","version":"0.0.1"}}}
2025/01/13 09:52:35 server.go:150: ERROR | Error While Reading initialized Message: &{%!e(string=EOF)}
2025/01/13 09:52:35 util.go:36: Trace | Read Content-Length: 262 from Content-Length: 262
